95.3125,64
98.4375,64
98.4375,64
98.4375,64
98.4375,64
92.1875,64
98.4375,64
100,64
93.75,64
93.75,64
98.4375,64
98.4375,64
96.875,64
95.3125,64
95.3125,64
96.875,64
96.875,64
95.3125,64
100,64
100,64
96.875,64
98.4375,64
96.875,64
92.1875,64
96.875,64
96.875,64
100,64
95.3125,64
96.875,64
100,64
100,64
100,64
100,64
98.4375,64
100,64
96.875,64
96.875,64
98.4375,64
98.4375,64
95.3125,64
96.875,64
98.4375,64
96.875,64
98.4375,64
100,64
100,64
92.1875,64
96.875,64
100,64
95.3125,64
100,64
98.4375,64
100,64
98.4375,64
100,64
96.875,64
96.875,64
96.875,64
96.875,64
98.4375,64
98.4375,64
96.875,64
96.875,64
96.875,64
98.4375,64
100,64
100,64
100,64
100,64
98.4375,64
93.75,64
95.3125,64
98.4375,64
90.625,64
98.4375,64
96.875,64
96.875,64
100,64
95.3125,64
96.875,64
100,64
96.875,64
98.4375,64
100,64
98.4375,64
96.875,64
96.875,64
98.4375,64
96.875,64
95.3125,64
98.4375,64
95.3125,64
96.875,64
98.4375,64
100,64
96.875,64
98.4375,64
98.4375,64
98.4375,64
93.75,64
98.4375,64
98.4375,64
100,64
98.4375,64
96.875,64
96.875,64
95.3125,64
100,64
98.4375,64
98.4375,64
98.4375,64
100,64
100,64
98.4375,64
96.875,64
96.875,64
98.4375,64
98.4375,64
92.1875,64
98.4375,64
98.4375,64
100,64
100,64
100,64
100,64
96.875,64
92.1875,64
92.1875,64
100,64
95.3125,64
100,64
98.4375,64
98.4375,64
98.4375,64
98.4375,64
98.4375,64
98.4375,64
96.875,64
98.4375,64
98.4375,64
98.4375,64
98.4375,64
100,64
100,64
98.4375,64
98.4375,64
100,64
96.875,64
96.875,64
96.875,64
96.875,64
96.875,64
98.4375,64
100,64
93.75,64
95.3125,64
100,64
98.4375,64
96.875,64
96.875,64
93.75,64
96.875,64
100,64
95.3125,64
100,64
96.875,64
98.4375,64
95.3125,64
100,64
95.3125,64
98.4375,64
95.3125,64
100,64
92.1875,64
98.4375,64
100,64
96.875,64
98.4375,64
95.3125,64
95.3125,64
96.875,64
92.1875,64
98.4375,64
96.875,64
100,64
95.3125,64
96.875,64
100,64
95.3125,64
98.4375,64
98.4375,64
100,64
96.875,64
100,64
96.875,64
98.4375,64
96.875,64
98.4375,64
98.4375,64
96.875,64
98.4375,64
96.875,64
98.4375,64
100,64
98.4375,64
98.4375,64
95.3125,64
93.75,64
100,64
95.3125,64
98.4375,64
96.875,64
96.875,64
96.875,64
100,64
96.875,64
95.3125,64
95.3125,64
98.4375,64
96.875,64
96.875,64
95.3125,64
96.875,64
98.4375,64
93.75,64
96.875,64
95.3125,64
89.0625,64
100,64
96.875,64
93.75,64
98.4375,64
98.4375,64
98.4375,64
98.4375,64
98.4375,64
98.4375,64
98.4375,64
100,64
96.875,64
96.875,64
98.4375,64
96.875,64
98.4375,64
100,64
95.3125,64
93.75,64
100,64
96.875,64
96.875,64
100,64
95.3125,64
98.4375,64
98.4375,64
98.4375,64
96.875,64
100,64
96.875,64
93.75,64
96.875,64
96.875,64
98.4375,64
98.4375,64
98.4375,64
93.75,64
100,64
96.875,64
96.875,64
98.4375,64
98.4375,64
87.5,64
100,64
98.4375,64
98.4375,64
96.875,64
100,64
96.875,64
98.4375,64
100,64
96.875,64
95.3125,64
96.875,64
100,64
96.875,64
96.875,64
98.4375,64
100,64
96.875,64
96.875,64
98.4375,64
92.1875,64
96.875,64
95.3125,64
98.4375,64
100,64
95.3125,64
95.3125,64
95.3125,64
98.4375,64
95.3125,64
98.4375,64
98.4375,64
98.4375,64
98.4375,64
95.3125,64
96.875,64
96.875,64
95.3125,64
96.875,64
100,64
96.875,64
96.875,64
100,64
100,64
98.4375,64
98.4375,64
98.4375,64
98.4375,64
95.3125,64
98.4375,64
95.3125,64
96.875,64
98.4375,64
98.4375,64
98.4375,64
96.875,64
98.4375,64
96.875,64
98.4375,64
98.4375,64
96.875,64
93.75,64
98.4375,64
98.4375,64
98.4375,64
98.4375,64
95.3125,64
93.75,64
96.875,64
100,64
95.3125,64
96.875,64
98.4375,64
98.4375,64
98.4375,64
95.3125,64
96.875,64
100,64
98.4375,64
100,64
98.4375,64
95.3125,64
96.875,64
90.625,64
95.3125,64
95.3125,64
100,64
100,64
96.875,64
98.4375,64
98.4375,64
96.875,64
98.4375,64
95.3125,64
95.3125,64
100,64
92.1875,64
100,64
100,64
92.1875,64
96.875,64
100,64
100,64
100,64
98.4375,64
100,64
100,64
96.875,64
96.875,64
98.4375,64
98.4375,64
98.4375,64
93.75,64
95.3125,64
95.3125,64
98.4375,64
100,64
96.875,64
98.4375,64
96.875,64
98.4375,64
95.3125,64
98.4375,64
98.4375,64
96.875,64
96.875,64
96.875,64
98.4375,64
100,64
98.4375,64
100,64
96.875,64
98.4375,64
95.3125,64
96.875,64
98.4375,64
100,64
98.4375,64
95.3125,64
100,64
100,64
96.875,64
98.4375,64
98.4375,64
96.875,64
95.3125,64
100,64
92.1875,64
96.875,64
98.4375,64
98.4375,64
95.3125,64
98.4375,64
96.875,64
95.3125,64
96.875,64
100,64
98.4375,64
98.4375,64
98.4375,64
98.4375,64
95.3125,64
95.3125,64
98.4375,64
98.4375,64
96.875,64
98.4375,64
93.75,64
96.875,64
96.875,64
98.4375,64
98.4375,64
98.4375,64
98.4375,64
100,64
98.4375,64
98.4375,64
98.4375,64
96.875,64
93.75,64
100,64
95.3125,64
96.875,64
98.4375,64
98.4375,64
95.3125,64
98.4375,64
95.3125,64
96.875,64
95.3125,64
95.3125,64
98.4375,64
100,64
96.875,64
90.625,64
96.875,64
98.4375,64
98.4375,64
98.4375,64
98.4375,64
95.3125,64
98.4375,64
100,64
98.4375,64
98.4375,64
100,64
96.875,64
98.4375,64
98.4375,64
96.875,64
92.1875,64
96.875,64
98.4375,64
93.75,64
98.4375,64
93.75,64
98.4375,64
100,64
96.875,64
100,64
98.4375,64
96.875,64
98.4375,64
98.4375,64
96.875,64
95.3125,64
96.875,64
96.875,64
98.4375,64
95.3125,64
100,64
100,64
95.3125,64
98.4375,64
95.3125,64
92.1875,64
96.875,64
98.4375,64
96.875,64
96.875,64
95.3125,64
98.4375,64
100,64
98.4375,64
98.4375,64
96.875,64
96.875,64
93.75,64
98.4375,64
100,64
98.4375,64
98.4375,64
98.4375,64
98.4375,64
98.4375,64
98.4375,64
98.4375,64
98.4375,64
96.875,64
98.4375,64
96.875,64
96.875,64
100,64
95.3125,64
92.1875,64
98.4375,64
96.875,64
100,64
100,64
96.875,64
98.4375,64
95.3125,64
98.4375,64
100,64
98.4375,64
95.3125,64
96.875,64
96.875,64
98.4375,64
96.875,64
92.1875,64
98.4375,64
96.875,64
98.4375,64
96.875,64
95.3125,64
98.4375,64
96.875,64
100,64
100,64
98.4375,64
98.4375,64
96.875,64
96.875,64
98.4375,64
90.625,64
96.875,64
93.75,64
98.4375,64
96.875,64
100,64
98.4375,64
100,64
96.875,64
96.875,64
98.4375,64
96.875,64
98.4375,64
100,64
100,64
98.4375,64
95.3125,64
96.875,64
98.4375,64
98.4375,64
92.1875,64
98.4375,64
98.4375,64
96.875,64
95.3125,64
96.875,64
98.4375,64
98.4375,64
96.875,64
98.4375,64
100,64
98.4375,64
96.875,64
100,64
96.875,64
98.4375,64
95.3125,64
96.875,64
98.4375,64
98.4375,64
100,64
100,64
100,64
100,64
100,64
98.4375,64
100,64
100,64
100,64
95.3125,64
96.875,64
95.3125,64
95.3125,64
96.875,64
95.3125,64
98.4375,64
98.4375,64
96.875,64
96.875,64
98.4375,64
96.875,64
96.875,64
95.3125,64
98.4375,64
93.75,64
93.75,64
98.4375,64
100,64
95.3125,64
93.75,64
95.3125,64
98.4375,64
100,64
98.4375,64
100,64
96.875,64
98.4375,64
98.4375,64
96.875,64
96.875,64
98.4375,64
96.875,64
98.4375,64
100,64
95.3125,64
95.3125,64
98.4375,64
96.875,64
98.4375,64
98.4375,64
98.4375,64
96.875,64
96.875,64
96.875,64
96.875,64
98.4375,64
96.875,64
95.3125,64
96.875,64
96.875,64
93.75,64
100,64
98.4375,64
93.75,64
98.4375,64
95.3125,64
98.4375,64
96.875,64
96.875,64
93.75,64
100,64
92.1875,64
100,64
100,64
98.4375,64
95.3125,64
98.4375,64
100,64
96.875,64
96.875,64
98.4375,64
100,64
100,64
96.875,64
95.3125,64
95.3125,64
100,64
96.875,64
95.3125,64
98.4375,64
100,64
95.3125,64
95.3125,64
98.4375,64
95.3125,64
98.4375,64
93.75,64
100,64
